iter	Logloss
111	0.003528075516
112	0.003499397039
113	0.003466424346
114	0.003442431986
115	0.003415710926
116	0.003385401964
117	0.003348901868
118	0.003319803774
119	0.003291679025
120	0.003264232874
121	0.00324359864
122	0.003224329948
123	0.003191196918
124	0.0031570521
125	0.003125750721
126	0.003093969226
127	0.003072850704
128	0.003054520488
129	0.003037360311
130	0.003000430763
131	0.002971796393
132	0.002952548862
133	0.002923596203
134	0.002898895741
135	0.002871799469
136	0.002842738628
137	0.002823000252
138	0.002806132734
139	0.002787226439
140	0.00276522845
141	0.002745264769
142	0.002729454935
143	0.002710197568
144	0.002689765692
145	0.002666124701
146	0.002646178901
147	0.002630841732
148	0.002611700296
149	0.002594844401
150	0.002582302094
151	0.002564117312
152	0.00253764689
153	0.002524344325
154	0.002510662675
155	0.002493567318
156	0.002476707846
157	0.002456763983
158	0.002443634272
159	0.002430226356
160	0.002417328656
161	0.002393857539
162	0.002382754385
163	0.00236410439
164	0.002341909409
165	0.002330515087
166	0.002318719774
167	0.002305175513
168	0.00228669852
169	0.002274804264
170	0.002265256941
171	0.002248339653
172	0.002238031328
173	0.002224586755
174	0.002211515903
175	0.002203306407
176	0.002192944586
177	0.002182693183
178	0.002172673941
179	0.002163648307
180	0.002153904289
181	0.002144886702
182	0.002136239707
183	0.00212803036
184	0.002117036879
185	0.002101906836
186	0.00209749192
187	0.002085710764
188	0.002078957856
189	0.00207377404
190	0.00207372725
191	0.002069469988
192	0.002060779482
193	0.002054648101
194	0.002047415376
195	0.002038626969
196	0.002019473016
197	0.002010941803
198	0.00200294733
199	0.001996257305
200	0.001992526054
201	0.001985850036
202	0.001981468797
203	0.001974521428
204	0.001970160455
205	0.001970064938
206	0.001969927847
207	0.001962921321
208	0.001957061142
209	0.001948157847
210	0.00194799602
211	0.001947951466
212	0.00193509087
213	0.001927351356
214	0.001924073398
215	0.00191974327
216	0.001912754774
217	0.001904170811
218	0.001898622066
219	0.001894355416
220	0.001888862848
221	0.001869648844
222	0.001858499944
223	0.001858499944
224	0.001858499944
225	0.001858484447
226	0.0018579638
227	0.0018579413
228	0.001854663789
229	0.001849487722
230	0.001849406511
231	0.001843665987
232	0.001842170656
233	0.001832459569
234	0.001831163466
235	0.001831151247
236	0.001830998361
237	0.001819565147
238	0.001819524169
239	0.001819469035
240	0.001815719754
241	0.001809663177
242	0.001804244071
243	0.001804259717
244	0.001804075092
245	0.001786964834
246	0.001786762178
247	0.001775342077
248	0.001765324473
249	0.001765316129
250	0.001759694815
251	0.001753623486
252	0.001750865877
253	0.001749532074
254	0.00173874408
255	0.001738744825
256	0.001728165448
257	0.00171761021
258	0.001717360914
259	0.001712350845
260	0.001702350676
261	0.001699039191
262	0.001696439385
263	0.001686664522
264	0.001685592234
265	0.00168442443
266	0.00168066889
267	0.001676637083
268	0.001676419377
269	0.001672716737
270	0.00167275697
271	0.001669352949
272	0.001663838029
273	0.001661507189
274	0.001654990315
275	0.001649906188
276	0.001649961025
277	0.001649736762
278	0.001648896337
279	0.001644316465
280	0.00163699314
281	0.001634653658
282	0.001634278297
283	0.001634323895
284	0.001629972011
285	0.001620956659
286	0.001618071645
287	0.00160908252
288	0.001608878374
289	0.001605924666
290	0.001605841517
291	0.001605835855
292	0.001605751514
293	0.00160571605
294	0.001600450575
295	0.001600463688
296	0.001600371748
297	0.00159635067
298	0.001594044715
299	0.001593932956
300	0.001590788364
301	0.00158483848
302	0.001584681123
303	0.001584674716
304	0.001576263309
305	0.001576065272
306	0.001573855877
307	0.001573073864
308	0.001572941393
309	0.001568883061
310	0.001568541229
311	0.001568499804
312	0.001568441093
313	0.001568324566
314	0.001567979008
315	0.001567813456
316	0.001567735076
317	0.001566433758
318	0.001566351652
319	0.001563861221
320	0.001563850939
321	0.001552634835
322	0.001551181674
323	0.001548450291
324	0.001548404396
325	0.001548026502
326	0.001543503851
327	0.001543190479
328	0.001543063819
329	0.001542972177
330	0.001542872488
331	0.001539063901
332	0.001530804336
333	0.001530733109
334	0.001523551643
335	0.001523190141
336	0.001523027867
337	0.001515251994
338	0.00151492089
339	0.001513577551
340	0.001513562351
341	0.001513580978
342	0.001513552368
343	0.001513522863
344	0.001513541043
345	0.00151060462
346	0.001502829492
347	0.001502779126
348	0.0015027529
349	0.001495089829
350	0.001487656832
351	0.001485647261
352	0.001478399485
353	0.001478383988
354	0.001478081644
355	0.001477952003
356	0.00147796303
357	0.001477838308
358	0.001475104094
359	0.00147491321
360	0.001472516358
361	0.001469085813
362	0.001461996138
363	0.001462053955
364	0.001461696923
365	0.001461688429
366	0.001461687982
367	0.001460899711
368	0.001458168775
369	0.001455367357
370	0.001455303729
371	0.00145516783
372	0.001455125213
373	0.001455036551
374	0.001455002725
375	0.00145142898
376	0.001451359093
377	0.001450794488
378	0.001444677413
379	0.001444641352
380	0.001444572806
381	0.001444558054
382	0.001443111897
383	0.0014430511
384	0.00144029513
385	0.001440194845
386	0.001440161467
387	0.001440083832
388	0.00144004643
389	0.001433362812
390	0.001432654262
391	0.001432589293
392	0.001432216465
393	0.001429523677
394	0.001425500661
395	0.001425564587
396	0.001425489038
397	0.001421361119
398	0.001421369761
399	0.001421317011
400	0.001421317011
401	0.001421293318
402	0.001421307623
403	0.001421258599
404	0.001420745403
405	0.001420671642
406	0.001420627683
407	0.001420584917
408	0.001420509815
409	0.001420461237
410	0.001420452595
411	0.001420222223
412	0.00142021507
413	0.001419854462
414	0.001418761015
415	0.00141871646
416	0.001418753415
417	0.00141878441
418	0.001418758929
419	0.001418660283
420	0.001418650746
421	0.001418630034
422	0.001418555975
423	0.00141832009
424	0.001415300071
425	0.001414984018
426	0.001408450305
427	0.001408186853
428	0.001407549381
429	0.001407018602
430	0.001405235231
431	0.001405188739
432	0.001405123174
433	0.001405102909
434	0.001400544345
435	0.001398061514
436	0.001397827715
437	0.00139755249
438	0.0013973248
439	0.001397027522
440	0.001396996528
441	0.001397000551
442	0.001395239532
443	0.001394837201
444	0.001394770741
445	0.001394780874
446	0.001394753903
447	0.001392775774
448	0.001392797232
449	0.001392782331
